designation,winery,variety,region_1,province,country,price,points,latitud,longitud,elevation
Patriarche Blanc,Holly's Hill,Rhône-style White Blend,El Dorado,California,US,25.0,87,38.6758533,-120.6967764,826.75732421875
Estate,Elkhorn Peak,Pinot Noir,Napa Valley,California,US,34.0,87,38.228201,-122.2194213,144.5454559326172
V°,Garfield Estates,Viognier,Grand Valley,Colorado,US,20.0,85,39.1074259,-108.389352,1436.94580078125
Component Collection,Col Solare,Cabernet Sauvignon,Red Mountain,Washington,US,85.0,91,46.28583400000001,-119.4309828,292.0840148925781
T,Bodega Goulart,Torrontés,Luján de Cuyo,Mendoza Province,Argentina,11.0,87,-32.9980559,-68.8726145,928.1098022460938
Uber Rhenish Dry,Westbrook Wine Farm,Riesling,Madera,California,US,17.0,90,37.164408,-119.648028,452.7001342773438
Durell Vineyard,Saxon Brown,Chardonnay,Sonoma Coast,California,US,58.0,93,38.4787085,-122.7408908,41.84951400756836
Red Wine,Paraduxx,Red Blend,Napa Valley,California,US,45.0,91,38.43551,-122.351433,53.71823883056641
Heirloom,Etude,Pinot Noir,Carneros,California,US,80.0,91,38.2458215,-122.3150228,16.87372779846191
Sapaio,Podere Sapaio,Red Blend,Bolgheri Superiore,Tuscany,Italy,66.0,95,43.1692157,10.5804123,32.34302139282227
Reserve,Sequoia Grove,Cabernet Sauvignon,Napa Valley,California,US,60.0,89,38.4493173,-122.4119729,45.29269027709961
Swan Selection,Buena Vista,Pinot Noir,Carneros,California,US,42.0,84,38.2995043,-122.4219437,85.15504455566406
Protocolo,Dominio de Eguren,Red Blend,Tierra de Castilla,Central Spain,Spain,7.0,86,,,
Grand Cru Blanc de Blancs Chouilly Brut,A.R. Lenoble ,Chardonnay,Champagne,Champagne,France,54.0,91,,,
Devil's Gulch Vineyard,Dutton-Goldfield,Pinot Noir,Marin County,California,US,58.0,90,38.43728979999999,-122.8583333,72.6002197265625
L´Excellence,Château Saint-Maur,Provence white blend,Côtes de Provence,Provence,France,45.0,92,43.2611049,6.5161414,15.35624599456787
Los Osos,J. Lohr,Merlot,Paso Robles,California,US,15.0,87,35.69088199999999,-120.641421,236.12255859375
Uniku 500ml,Terre di Giurfo,Frappato,Sicilia,Sicily & Sardinia,Italy,26.0,84,37.1112433,14.6327287,369.9405822753906
Jonquil Vineyard,Hopper Creek,Petite Sirah,Napa Valley,California,US,35.0,85,38.2967688,-122.297057,12.07027244567871
Vieilles Vignes,Domaine Heresztyn,Pinot Noir,Gevrey-Chambertin,Burgundy,France,55.0,88,47.2259336,4.9707612,278.5877685546875
424,Stevens,Bordeaux-style Red Blend,Yakima Valley,Washington,US,35.0,92,46.6073502,-120.50473,325.84326171875
Les Vergelesses Premier Cru,Domaine Laleure-Piot,Pinot Noir,Pernand-Vergelesses,Burgundy,France,71.0,90,47.0793871,4.8509476,292.680908203125
Blocks 9 & 21,Hendry,Chardonnay,Napa Valley,California,US,25.0,89,38.3211569,-122.343578,65.5305404663086
Wall Vineyard,Sbragia,Cabernet Sauvignon,Mount Veeder,California,US,75.0,86,38.3793566,-122.4477575,814.6337890625
Reserve,Carneros Creek,Pinot Noir,Carneros,California,US,22.0,85,38.2213055,-122.3119182,3.668776750564575
Reserve,Artesa,Cabernet Sauvignon,Napa Valley,California,US,40.0,85,38.269161,-122.355377,92.42691040039062
Calanìca Nero d'Avola and Merlot,Duca di Salaparuta,Red Blend,Sicilia,Sicily & Sardinia,Italy,12.0,87,37.7585544,13.0105256,195.3153381347656
Miserere,Vino Vargas,Merlot,Mokelumne River,California,US,26.0,88,35.75896609999999,-120.7125701,240.1148376464844
Rocche,Vietti,Nebbiolo,Barolo,Piedmont,Italy,130.0,95,44.6241602,7.9789697,349.8262023925781
Spezieri,Col d'Orcia,Red Blend,Toscana,Tuscany,Italy,13.0,83,42.967171,11.437808,108.1117095947266
Montmains Premier Cru,William Fèvre,Chardonnay,Chablis,Burgundy,France,40.0,90,47.8131129,3.8005341,142.1256866455078
J. Schram,Schramsberg,Sparkling Blend,North Coast,California,US,100.0,96,38.5494815,-122.5378838,196.1266326904297
Brut,Léonce Bocquet,Champagne Blend,Crémant de Bourgogne,Burgundy,France,17.0,88,,,
Del Rio Vineyard,J. Scott Cellars,Syrah,Rogue Valley,Oregon,US,23.0,87,44.0540094,-123.1679395,120.4083709716797
Sanseve Satèn,Monte Rossa,Chardonnay,Franciacorta,Lombardy,Italy,50.0,89,45.5991464,10.0375503,268.195556640625
Procès Premier Cru,Joseph Drouhin,Pinot Noir,Nuits-St.-Georges,Burgundy,France,117.0,94,47.137985,4.9503199,244.1482849121094
Margarete's,John's Blend,Shiraz,South Australia,South Australia,Australia,50.0,92,-30.0002315,136.2091547,132.003662109375
Bench Lands,Brandborg,Pinot Noir,Umpqua Valley,Oregon,US,22.0,90,43.6363158,-123.5658985,43.84169387817383
Bacigalupi Vineyard,Arista,Pinot Noir,Russian River Valley,California,US,56.0,92,38.5237786,-122.870049,53.01475143432617
Bussia Vigna Campo dei Buoi,Costa di Bussia,Nebbiolo,Barolo,Piedmont,Italy,55.0,93,44.5970446,7.964155799999999,370.669677734375
Postcard From Morocco,Sanguis,White Blend,California,California,US,50.0,93,34.4206642,-119.6792724,5.762224197387695
Eschen Vineyard Old Vine,Folie à Deux,Zinfandel,Fiddletown,California,US,24.0,84,38.5039105,-120.7565689,515.5147094726562
Extra Dry,Villa Sandi,Glera,Conegliano Valdobbiadene Prosecco Superiore,Veneto,Italy,18.0,87,45.819192,12.0367462,145.7380218505859
Reserve,Rutherford Ranch,Cabernet Sauvignon,Napa Valley,California,US,35.0,83,38.4886045,-122.4071719,58.62672424316406
Colombè,Renato Ratti,Dolcetto,Dolcetto d'Alba,Piedmont,Italy,15.0,87,44.70179659999999,8.0355889,166.284912109375
Amon-Ra Unfiltered,Glaetzer,Shiraz,Barossa Valley,South Australia,Australia,80.0,95,-34.5403141,138.9222331,263.6680603027344
Riserva,Umberto Cesari,Sangiovese,Sangiovese di Romagna,Central Italy,Italy,15.0,87,44.3957671,11.5498858,148.1436462402344
Alleanza,Castello di Gabbiano,Red Blend,Toscana,Tuscany,Italy,35.0,92,43.6282453,11.2604592,266.671142578125
Scassino,Terrabianca,Sangiovese,Chianti Classico,Tuscany,Italy,18.0,87,43.4291547,11.3499092,384.5973205566406
Spumante Dolce,Duchessa Lia,Brachetto,Brachetto d'Acqui,Piedmont,Italy,17.0,84,44.6762802,8.469999699999999,158.1886901855469
"Teldeschi Vineyards, Home Ranch",Del Carlo Winery,Cabernet Sauvignon,Dry Creek Valley,California,US,45.0,87,38.6737658,-122.9366162,51.11244201660156
MacBride Vineyard,Stephen's,Chardonnay,York Mountain,California,US,18.0,85,35.5435923,-120.8247001,394.4488830566406
Piedra Roja Block 22,Irwin Family Vineyards,Tempranillo,Sierra Foothills,California,US,25.0,86,36.778261,-119.4179324,145.0071258544922
Old Vines,Yasa,Macabeo,Calatayud,Northern Spain,Spain,10.0,87,41.3531678,-1.6468455,533.1566772460938
Rennie Reserve,Flora Springs,Cabernet Sauvignon,St. Helena,California,US,125.0,92,38.48827,-122.449789,65.77709197998047
Mas Sinén Coster,Celler Burgos-Porta,Red Blend,Priorat,Catalonia,Spain,74.0,92,41.225165,0.8456549999999999,406.3299255371094
Organica,Santa Julia,Cabernet Sauvignon,Mendoza,Mendoza Province,Argentina,9.0,86,-32.8780246,-68.8568126,780.0015869140625
Poggio Maestrino Le Spiaggiole,Erik Banti,Red Blend,Toscana,Tuscany,Italy,20.0,88,42.693326,11.334537,499.3523864746094
Three Vineyard Cuvée,Koenig Vineyards,Syrah,Idaho,Idaho,US,20.0,84,43.60491,-116.82175,732.2313232421875
Reserva Unfiltered,Muga,Tempranillo Blend,Rioja,Northern Spain,Spain,25.0,85,42.5823388,-2.8467539,444.0013732910156
424,Stevens,Bordeaux-style Red Blend,Yakima Valley,Washington,US,35.0,92,46.6073502,-120.50473,325.84326171875
Corte Colombara,Tenute Galtarossa,"Corvina, Rondinella, Molinara",Valpolicella Classico Superiore,Veneto,Italy,27.0,86,45.5205517,10.8869911,149.1063232421875
Hawk Hill,Lynmar,Pinot Noir,Russian River Valley,California,US,70.0,93,38.4421027,-122.8445728,24.71083068847656
Bliss,Batzella,Syrah,Toscana,Tuscany,Italy,40.0,89,43.1931671,10.5824147,17.92119216918945
Cuvée Reine,Château de Roquebrune,Bordeaux-style Red Blend,Lalande de Pomerol,Bordeaux,France,25.0,90,44.951587,-0.227622,14.17320728302002
Mesta,Bodegas Fontana,Tempranillo,Uclés,Central Spain,Spain,8.0,84,39.9297545,-3.0120234,773.8565063476562
LVLL Stone Tree Vineyard,Kontos,Malbec,Wahluke Slope,Washington,US,36.0,93,46.7498928,-119.8342096,264.0513000488281
Devil's Corner,Tamar Ridge,Pinot Noir,Tasmania,Tasmania,Australia,16.0,87,-41.33938000000001,147.0076298,106.2841339111328
Nine Vines Grenache-Shiraz,Angove's,Rosé,South Australia,South Australia,Australia,13.0,84,-34.181979,140.722244,24.0715217590332
Spumante,Freixenet,Sparkling Blend,Cava,Catalonia,Spain,10.0,86,41.4203698,1.7936461,146.6550903320312
Caillerets Premier Cru Ancienne Cuvée Carnot,Bouchard Père & Fils,Pinot Noir,Volnay,Burgundy,France,89.0,92,,,
Ucedo,Gancedo,Mencía,Bierzo,Northern Spain,Spain,80.0,90,42.59219239999999,-6.663812,506.0972595214844
Chapter 4 Red,J. Bookwalter,Red Blend,Columbia Valley (WA),Washington,US,80.0,93,46.253799,-119.2988637,149.5706176757812
Je Ne Sais Quoi,Babcock,Pinot Noir,Sta. Rita Hills,California,US,60.0,93,34.66595650000001,-120.1152408,249.7242889404297
Indian Wells,Chateau Ste. Michelle,Chardonnay,Columbia Valley (WA),Washington,US,17.0,89,47.7298044,-122.1493133,15.4883975982666
Romantique,Les Vignerons Réunis de Monségur,Bordeaux-style Red Blend,Bordeaux,Bordeaux,France,10.0,86,44.6570383,0.07306,23.66177177429199
The Turk Cabernet-Shiraz-Mourvèdre-Grenache,Turkey Flat,Red Blend,Barossa Valley,South Australia,Australia,20.0,84,-34.5328707,138.9592723,251.4925994873047
Bergerie Rouge La Clape,Château des Karantes,Rhône-style Red Blend,Coteaux du Languedoc,Languedoc-Roussillon,France,15.0,87,43.17357610000001,3.1612202,52.60341262817383
Crianza,Campos Góticos,Tempranillo,Ribera del Duero,Northern Spain,Spain,25.0,86,41.74907590000001,-3.9445289,824.0027465820312
Forchini Vineyard South Knoll,Williams Selyem,Zinfandel,Russian River Valley,California,US,50.0,92,38.5204049,-122.8667194,32.37774276733398
Trumpeter,Rutini,Chardonnay,Mendoza,Mendoza Province,Argentina,11.0,87,42.543038,-70.941,19.85090255737305
Bionic Frog,Cayuse,Syrah,Walla Walla Valley (OR),Oregon,US,90.0,95,46.067169,-118.338774,291.9506225585938
La Touge,Château Maris,Syrah,Minervois La Liviniere,Languedoc-Roussillon,France,27.0,88,43.3029466,2.617961,137.7480926513672
Crisaore,Feudi della Medusa,Red Blend,Isola dei Nuraghi,Sicily & Sardinia,Italy,40.0,87,37.5999938,14.0153557,622.5406494140625
Brut Classic,Deutz,Champagne Blend,Champagne,Champagne,France,49.0,88,,,
Chardonnay Brut,Bailly-Lapierre,Chardonnay,Crémant de Bourgogne,Burgundy,France,19.0,90,47.7211584,3.6294727,109.8284149169922
Inkblot,Michael David,Petit Verdot,Lodi,California,US,35.0,87,38.1157776,-121.3719307,7.318686485290527
Estate,Mount Eden,Pinot Noir,Santa Cruz Mountains,California,US,55.0,90,37.2650644,-122.0796752,594.3716430664062
Reserve,Clos du Bois,Chardonnay,Russian River Valley,California,US,16.0,87,38.684882,-122.877832,64.63789367675781
Bacchus Vineyard,Barrister,Cabernet Sauvignon,Columbia Valley (WA),Washington,US,29.0,90,47.7510741,-120.7401385,614.4942016601562
ReZerve,Sobon Estate,Orange Muscat,Amador County,California,US,15.0,87,38.5323501,-120.7555755,589.533447265625
Nemorino,I Giusti e Zanza,Red Blend,Toscana,Tuscany,Italy,17.0,87,43.5821411,10.5195897,53.37948226928711
Bricco Ambrogio,Negretti,Nebbiolo,Barolo,Piedmont,Italy,70.0,92,44.6584521,7.962421,197.0359802246094
Jim Jim Unoaked,Hugh Hamilton,Chardonnay,McLaren Vale,South Australia,Australia,10.0,85,-35.2310009,138.5614382,86.42335510253906
Cara Mia Vineyard Bel Canto,Cadence,Bordeaux-style Red Blend,Red Mountain,Washington,US,55.0,91,46.2979123,-119.4408562,376.1915588378906
Double L,Morgan,Syrah,Santa Lucia Highlands,California,US,40.0,90,36.4307709,-121.4203754,108.8557815551758
Arindo,Shaya,Verdejo,Rueda,Northern Spain,Spain,11.0,87,41.4108743,-4.9597661,725.7798461914062
Vino Marsala Fine Ambra Dry,Cantine Florio,White Blend,Marsala,Sicily & Sardinia,Italy,12.0,88,37.78691,12.44522,1.820561170578003
Riserva,Carpineto,Sangiovese,Chianti Classico,Tuscany,Italy,24.0,90,43.595557,11.3860055,339.661865234375
Jardine,Vina Robles,Petite Sirah,Paso Robles,California,US,26.0,84,35.6462671,-120.6305511,259.5796203613281
Millesimato Cuvée Tenuta Val de Brun,Astoria,Prosecco,Prosecco di Conegliano e Valdobbiadene,Veneto,Italy,19.0,87,45.889197,12.3006368,63.45550537109375
Il Probiolo,Poggio Nardone,Sangiovese,Toscana,Tuscany,Italy,20.0,87,43.7710513,11.2486208,45.39505386352539
X3,X,Cabernet Sauvignon,California,California,US,18.0,85,37.6274175,-122.1147202,5.065319538116455
Zaca Mesa Vineyards,Zaca Mesa,Chardonnay,Santa Ynez Valley,California,US,16.0,90,34.7720598,-120.1332689,388.9549865722656
Ricordati,Dark Star,Cabernet Blend,Paso Robles,California,US,20.0,84,35.5748229,-120.7351533,279.6436462402344
II Crianza,Covila,Tempranillo,Rioja,Northern Spain,Spain,15.0,88,42.4880514,-2.5786641,412.4638671875
Costa Bruna,Poderi Colla,Barbera,Barbera d'Alba,Piedmont,Italy,28.0,88,44.70179659999999,8.0355889,166.284912109375
Rosé,Château Coudray Montpensier,Cabernet Franc,Chinon,Loire Valley,France,13.0,84,47.1260388,0.1686491,67.92733764648438
Estate,Naggiar,Viognier,Sierra Foothills,California,US,21.0,85,39.0571791,-121.1865826,353.0273132324219
Casa Vittorino Brut Rive di Refrontolo,Astoria,Glera,Conegliano Valdobbiadene Prosecco Superiore,Veneto,Italy,19.0,88,45.4414662,12.3152595,4.268747806549072
Tunuyan,Carlos Basso,Sauvignon Blanc,Mendoza,Mendoza Province,Argentina,10.0,80,-32.8894587,-68.8458386,768.7654418945312
Colombè,Renato Ratti,Dolcetto,Dolcetto d'Alba,Piedmont,Italy,15.0,87,44.70179659999999,8.0355889,166.284912109375
10th Anniversary Reserve,Fife,Cabernet Sauvignon,Napa Valley,California,US,32.0,92,38.5024689,-122.2653887,277.7527770996094
Estate,Parsonage Village,Syrah,Carmel Valley,California,US,36.0,86,36.477907,-121.729405,121.6042251586914
Il Moscato,Mionetto,Moscato,Delle Venezie,Northeastern Italy,Italy,10.0,84,45.92950219999999,11.5621417,1534.172485351562
Rosso di Verzella,Benanti,Red Blend,Etna,Sicily & Sardinia,Italy,18.0,89,37.751005,14.9934349,3264.317138671875
Meritage White,Casa Rondeña Winery,Sauvignon Blanc,New Mexico,New Mexico,US,16.0,82,35.1547327,-106.6473728,1518.672607421875
Vinho Blanco,PasoPort,White Blend,Edna Valley,California,US,24.0,91,35.2170004,-120.6075179,90.71288299560547
Private Reserve,Windsor,Zinfandel,Mendocino,California,US,15.0,85,38.4795063,-122.7321541,49.67703628540039
Estate Grown Made With Organically Grown Grapes,McFadden,Chardonnay,Potter Valley,California,US,16.0,90,39.3600125,-123.1289303,313.3410949707031
Ruby Leigh Red,Sparkman,Red Blend,Red Mountain,Washington,US,42.0,90,46.2979123,-119.4408562,376.1915588378906
Vallée des Jardins,Remy-Pannier,Melon,Muscadet Sèvre et Maine,Loire Valley,France,10.0,84,47.5532402,1.0105289,123.1081390380859
Les Boudots Premier Cru,Louis Jadot,Pinot Noir,Nuits-St.-Georges,Burgundy,France,100.0,93,47.137985,4.9503199,244.1482849121094
Curry Creek Vineyards,Red Newt Cellars,Gewürztraminer,Finger Lakes,New York,US,35.0,88,42.501911,-76.867181,274.2963256835938
Soluna,Livon,Malvasia Istriana,Delle Venezie,Northeastern Italy,Italy,25.0,85,45.92950219999999,11.5621417,1534.172485351562
Selección Especial,Adegas Gran Vinum,Albariño,Rías Baixas,Galicia,Spain,27.0,93,42.539793,-8.824005999999999,12.50928115844727
The Dead Arm,D'Arenberg,Shiraz,McLaren Vale,South Australia,Australia,65.0,90,-35.19721639999999,138.5511368,122.9754180908203
Hirsch Vineyard,Lioco,Pinot Noir,Sonoma Coast,California,US,60.0,94,38.6107012,-122.8691734,33.93524169921875
Rosé of Cabernet Franc,Trust,Rosé,Columbia Valley (WA),Washington,US,16.0,90,45.6290652,-122.6634192,33.29693984985352
Highlands,Pali,Cabernet Sauvignon,Napa Valley,California,US,33.0,90,38.5024689,-122.2653887,277.7527770996094
Sarmento Vineyard,Sequana,Pinot Noir,Santa Lucia Highlands,California,US,32.0,91,36.4307709,-121.4203754,108.8557815551758
Passito,Arnaldo Caprai,Sagrantino,Sagrantino di Montefalco,Central Italy,Italy,55.0,90,42.9201832,12.6442424,214.8055725097656
Marlstone,Clos du Bois,Cabernet Blend,Alexander Valley,California,US,50.0,85,38.684882,-122.877832,64.63789367675781
Guado al Melo Rosso,Podere Guado al Melo,Red Blend,Bolgheri,Tuscany,Italy,26.0,90,43.193279,10.6245244,44.21572875976562
Covenant,Kilikanoon,Shiraz,Clare Valley,South Australia,Australia,40.0,91,-33.9201684,138.623133,421.4712219238281
Il Tralcetto,Cescon Italo Storia e Vini,Pinot Grigio,Veneto,Veneto,Italy,14.0,87,45.7572351,12.4127913,18.78624725341797
Chiaretto,Monte del Frá,Rosé,Bardolino,Veneto,Italy,13.0,84,45.388789,10.825568,95.11100006103516
Clos Triguedina Le Sec du Clos,Jean-Luc Baldès,Chardonnay-Viognier,Comté Toulosan,Southwest France,France,25.0,88,,,
Salsipuedes,Point Concepción,Pinot Noir,Santa Barbara County,California,US,20.0,89,34.44859770000001,-120.4715514,15.47422218322754
Opus Magnum,Fattoria di Casalbosco,Cabernet Sauvignon,Toscana,Tuscany,Italy,22.0,91,43.93616979999999,10.9994588,105.3967590332031
Glorioso Reserva Especial,Bodegas Palacio,Tempranillo,Rioja,Northern Spain,Spain,20.0,89,42.2870733,-2.539603,976.5285034179688
Rhapsody,Opolo,Bordeaux-style Red Blend,Paso Robles,California,US,45.0,83,35.5912441,-120.8191541,367.6513366699219
Evelyn,Tantara,Pinot Noir,Santa Maria Valley,California,US,90.0,94,34.9186319,-120.460516,64.44181823730469
Old Vines Dedication Series #26,Woodward Canyon,Cabernet Sauvignon,Columbia Valley (WA),Washington,US,84.0,94,46.0567213,-118.5827991,150.9006652832031
Blin's Édition Limitée Extra Brut Rosé,H. Blin,Champagne Blend,Champagne,Champagne,France,63.0,91,,,
Santenots Premier Cru,Louis Jadot,Pinot Noir,Volnay,Burgundy,France,70.0,93,,,
Cuvée Sauvage,Franciscan,Chardonnay,Los Carneros,California,US,40.0,84,36.778261,-119.4179324,145.0071258544922
Riserva,Villa Cerna,Sangiovese,Chianti Classico,Tuscany,Italy,21.0,89,43.41935350000001,11.2188721,193.5522003173828
Centomoggia,Terre del Principe,Casavecchia,Terre del Volturno,Southern Italy,Italy,53.0,90,41.18191909999999,14.4521739,51.33206176757812
Palazzio,Testarossa,Pinot Noir,Central Coast,California,US,37.0,88,37.21347799999999,-121.981544,204.8062286376953
Reserve To Kalon Vineyard,Robert Mondavi,Fumé Blanc,Napa Valley,California,US,35.0,92,38.4412684,-122.4098023,47.40151596069336
The Whipping Boy,Southard,Cabernet Sauvignon,Columbia Valley (WA),Washington,US,25.0,93,46.700344,-120.5454061,457.0311584472656
Ehrhart Hengst Grand Cru,Domaine Saint-Rémy,Gewürztraminer,Alsace,Alsace,France,32.0,93,48.0584989,7.3058403,209.2953033447266
Eclipse,Palouse,Red Blend,Washington,Washington,US,35.0,88,46.9101688,-117.0757253,740.17529296875
La Chêneraie,Château Jeandeman,Bordeaux-style Red Blend,Fronsac,Bordeaux,France,55.0,89,44.951847,-0.285256,82.52374267578125
Estate,Coquelicot,Riesling,Santa Ynez Valley,California,US,22.0,88,34.5914508,-120.1326817,128.3939514160156
El Médico,Bodegas del Paramo,Prieto Picudo,Vino de la Tierra de Castilla y León,Northern Spain,Spain,37.0,83,41.83568210000001,-4.397635699999999,775.6038818359375
Ikella,Melipal,Malbec,Mendoza,Mendoza Province,Argentina,13.0,86,-33.101419,-68.900065,974
Rock & Vine,Nine North Wine Company,Cabernet Sauvignon,North Coast,California,US,18.0,84,38.01925230000001,-122.8631254,3.027018547058105
Companion,Caliza,Syrah-Cabernet Sauvignon,Paso Robles Willow Creek District,California,US,60.0,90,35.578656,-120.7412756,301.2037048339844
Belcanto Extra Dry,Bellussi,Glera,Conegliano Valdobbiadene Prosecco Superiore,Veneto,Italy,18.0,87,45.9012514,11.9958811,252.2898406982422
Aria Estate Brut,Segura Viudas,Sparkling Blend,Cava,Catalonia,Spain,14.0,86,41.4361319,1.7422744,233.2905120849609
La Moynerie,Michel Redde,Sauvignon Blanc,Pouilly-Fumé,Loire Valley,France,21.0,84,47.3074244,2.9451899,221.4190826416016
Linea d'Oro Chardonnay & Xarel-Lo,Mederaño,White Blend,Catalunya,Catalonia,Spain,10.0,82,41.5911589,1.5208624,543.0697021484375
The Rascal,Hugh Hamilton,Shiraz,McLaren Vale,South Australia,Australia,24.0,88,-35.2310009,138.5614382,86.42335510253906
